date_delivrance,lead_cat,priorite,commune,prefecture,region,nature,building_type,floors,n_units_stated,surface,resume,adp,n_permis,dossier_id,lat,lon
2026-04-14,industriel,normale,COMMUNE DE SKHIRATE,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Construction,industriel,0,0,3036.0,industriel · 3 036 m2,PROPRIETE DITE KSAR LOT 13 ZONE INDUSTRIELLE OUED YKEM  COMMUNE SKHIRATE,GUskrt-0071/2026,704192,33.86027,-7.00193
2026-04-14,equipements,normale,COMMUNE D'AGADIR,PREFECTURE D'AGADIR-IDAA OUTANANE,REGION DE SOUSS-MASSA,Construction,education,0,0,100.0,education · 100 m2,ANZA AGADIR,GUcagd-0384/2026,683983,30.44661,-9.66049
2026-04-14,grands_projets,normale,COMMUNE DE SAFI,PROVINCE DE SAFI,REGION DE MARRAKECH-SAFI,Construction,social,2,0,100.0,social · R+2 · 100 m2,LOTISSEMENT AL HAY EL  MOHAMMADI LOT N° 1536 SECTEUR 3 VILLE DE SAFI,GUcsfi-0288/2026,775018,32.27514,-9.24051
2026-04-14,grands_projets,normale,COMMUNE DE KSAR EL KEBIR,PROVINCE DE LARACHE,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,residence,3,0,822.0,residence · R+3 · 822 m2,LOTISSEMENT ASSAADA LOTS  N 1151-1152-1153-1154-1155,GUckkr-0044/2026,748571,35.01261,-5.89304
2026-04-14,grands_projets,normale,ARRONDISSEMENT SIDI BELYOUT,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Construction,hotel,6,0,452.0,hotel · R+6 · 452 m2 · sous-sol,ANGLE RUE BAALABAK ET RUE DE NOUAKCHOTT,GUcas-0373/2026,743967,33.58675,-7.61372
2026-04-14,industriel,normale,COMMUNE EL MACHREK,PROVINCE SIDI BENNOUR,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,150.0,industriel · 150 m2,PROPRIETE  FERRAILLEUR LOT N°160,GUlmk-0018/2026,732232,32.75959,-8.4817
2026-04-14,equipements,normale,COMMUNE DE KENITRA,PROVINCE DE KENITRA,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,education,3,0,66.0,education · R+3 · 66 m2,LOT N° 135 . LOTISSEMENT « IRCHAD EXT » TF 81883/13  KENITRA,GUckia-0949/2026,605537,34.24009,-6.54965
2026-04-14,lotissements,haute,ARRONDISSEMENT DE LAYAYDA,PREFECTURE DE SALE,REGION DE RABAT-SALE-KENITRA,Lotissement,lotissement,3,0,44824.0,lotissement · R+3 · 44 824 m2,Située à : Propriété dite « SALMI»,GUsale-0070/2026,694110,34.0827,-6.76343
2026-04-14,industriel,haute,COMMUNE NOUACEUR,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,25470.0,industriel · 25 470 m2,AEROPOLE DE NOUACEUR,GUncr-0042/2026,764654,33.3622,-7.57106
2026-04-14,lotissements,haute,COMMUNE DE GUENFOUDA,PROVINCE DE JERADA,REGION DE L'ORIENTALE,Morcellement,autre,0,0,205448.0,205 448 m2,GUENFOUDA,GUcgfd-0014/2026,773291,34.51878,-1.90259
2026-04-14,equipements,normale,ARRONDISSEMENT MOULAY RACHID,PRÉFECTURE MOULAY RACHID,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,0,0,2606.0,education · 2 606 m2,"QUARTIER AL BOURAQ GROUPEMENT ""E"" AV  SAAD  ABOU  JAMAA    BOURNAZEL",GUcas-0364/2026,617087,33.57587,-7.55667
2026-04-14,equipements,haute,COMMUNE BIR ENNASR,PROVINCE BEN SLIMANE,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,10000.0,education · 10 000 m2,BIR ENNASR CENTRE,GUber-0001/2026,750112,33.33899,-6.91644
2026-04-13,grands_projets,normale,COMMUNE MANSOURIA,PROVINCE BEN SLIMANE,REGION DE CASABLANCA-SETTAT,Construction,residence,3,0,2935.0,residence · R+3 · 2 935 m2 · sous-sol,SOUINIA,GUmsr-0018/2026,500851,33.73783,-7.31875
2026-04-13,lotissements,haute,COMMUNE MEJJATIA OULED TALEB,PROVINCE MEDIOUNA,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,0,0,33070.0,lotissement · 33 070 m2,ROUTE NATIONALE  N°9 MEDIOUNA VERS TIT MELLIL,GUmjt-0080/2026,608749,33.48959,-7.51214
2026-04-13,grands_projets,haute,COMMUNE D'AIT YOUSSEF OU ALI,PROVINCE D'AL HOCEIMA,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,immeuble,4,0,7090.0,immeuble · R+4 · 7 090 m2 · sous-sol,DOUAR AZGHAR,GUcayo-0008/2026,715844,35.19384,-3.88291
2026-04-13,equipements,normale,COMMUNE D'AIN TAOUJDATE,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Modification / Aménagement,education,0,0,379.0,education · 379 m2,LOTISSEMENT CHAMS LOT N° 32 ECOLE PRIVE,GUcate-0053/2026,777674,33.93736,-5.21881
2026-04-13,lotissements,haute,COMMUNE D'IQADDAR,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,98099.0,98 099 m2,PROVINCE D'EL HAJEB COMMUNE IQADDAR DOUAR AIT BEN HSSEIN,GUcidr-0001/2026,724593,33.63449,-5.33392
2026-04-13,industriel,haute,COMMUNE DE KASBAT TROCH,PROVINCE DE KHOURIBGA,REGION DE BENI MELLAL-KHENIFRA,Construction,industriel,0,0,29843.0,industriel · 29 843 m2,Douar Lakhtatba Malin Dhar,GUckth-0004/2026,667865,32.96026,-6.66554
2026-04-13,lotissements,normale,COMMUNE SIDI RAHHAL CHATAI,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,0,0,4699.0,lotissement · 4 699 m2,PROPRIETE DITE MELK TAHIRI LAHCEN,GUsrc-0066/2026,657787,33.45592,-7.99072
2026-04-13,grands_projets,normale,COMMUNE DE MEKNES,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Construction,bureau,6,0,372.0,bureau · R+6 · 372 m2 · sous-sol,N°4 ABITBOL RUE AMIR ABDELKADER VN MEKNES,GUcmks-0154/2026,670680,33.89744,-5.54408
2026-04-13,equipements,normale,COMMUNE DAR BOUAZZA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,3,0,322.0,education · R+3 · 322 m2,"LOTISSEMENT EL NAKHIL, LOT N° 37 ET 38",GUdbz-0139/2026,771224,33.53997,-7.73215
2026-04-13,industriel,normale,ARRONDISSEMENT MOULAY RACHID,PRÉFECTURE MOULAY RACHID,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,3,0,1011.0,industriel · R+3 · 1 011 m2,"ZONE INDUSTRIELLE MANAOS 1 Lot N°30, MY RACHID",GUcas-0355/2026,631064,33.56397,-7.52292
2026-04-13,grands_projets,haute,ARRONDISSEMENT DE TABRIQUET,PREFECTURE DE SALE,REGION DE RABAT-SALE-KENITRA,Groupement d'habitations,sante,4,0,5324.0,sante · R+4 · 5 324 m2 · sous-sol,"PROPRIETE DITE "" MEFTAH EL KHIER ""  ANGLE AVENUE 6 NOVEMBRE ET AVENUE ABDERRAHIM BOUABID",GUsale-0067/2026,742547,34.05252,-6.79907
2026-04-13,grands_projets,haute,ARRONDISSEMENT DE BNI MAKADA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,immeuble,6,0,30091.0,immeuble · R+6 · 30 091 m2 · sous-sol,BENI TOUZINE,GUctgr-0067/2026,614258,35.73252,-5.85741
2026-04-13,grands_projets,normale,COMMUNE D'OULAD MBAREK,PROVINCE DE BENI MELLAL,REGION DE BENI MELLAL-KHENIFRA,Modification / Aménagement,social,0,0,20.0,social · 20 m2,OD AYOUB,GUcomk-0020/2026,752422,32.28116,-6.46475
2026-04-13,grands_projets,haute,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,autre,0,0,14041.0,14 041 m2,RAHRAH TANGER,GUctgr-0068/2026,700343,35.77984,-5.84748
2026-04-12,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,industriel,2,0,151.0,industriel · R+2 · 151 m2,LOTISSEMENT ADIL II-25,GUcmkh-0301/2026,763990,31.68911,-8.0577
2026-04-12,hotellerie,haute,ARRONDISSEMENT DE GUELIZ,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,45939.0,hotel · 45 939 m2,ANGLE AVENUE MOHAMED VI ET L'AVENUE MOULAY R'CHID,GUcmkh-0305/2026,739964,31.6178,-8.01062
2026-04-12,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,173.0,hotel · 173 m2,Derb Hammam N° 22  sidi ayoube,GUcmkh-0313/2026,761668,31.62789,-7.98195
2026-04-12,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,industriel,0,0,2111.0,industriel · 2 111 m2,"PTE DITE ZONE INDUSTRIELLE 3-34, Arrondissement MENARA, QUARTIER INDUSTRIEL SIDI GHANEM 3, LOT N° 34",GUcmkh-0297/2026,553865,31.68488,-8.0535
2026-04-12,grands_projets,haute,ARRONDISSEMENT DE GUELIZ,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,immeuble,5,0,19140.0,immeuble · R+5 · 19 140 m2,"PROPRIETE DITE ""ROUIDATE VI"" AVENUE PRINCE MY ABDELLAH, MARRAKECH",GUcmkh-0339/2026,641615,31.64239,-8.00566
2026-04-12,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,2,0,130.0,industriel · R+2 · 130 m2,Lotissement Adil II Lot N° 30,GUcmkh-0370/2026,766023,30.49121,-10.59143
2026-04-12,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,2,0,2257.0,industriel · R+2 · 2 257 m2,LOTISSEMENT ADIL II LOT N° 69,GUcmkh-0368/2026,740896,31.69028,-8.05588
2026-04-12,lotissements,haute,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Lotissement,lotissement,0,0,38130.0,lotissement · 38 130 m2,"Commune Jnanate, Douar Belmejjad, Propriété dite'Ard El Abdi'.",GUcmkh-0956/2025,490455,31.67517,-8.04311
2026-04-12,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,187.0,hotel · 187 m2,DERB EL KHEIR N°2 MELLAH,GUcmkh-0320/2026,749523,31.61852,-7.98259
2026-04-12,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Surélévation d'un bâtiment existant,industriel,2,0,382.0,industriel · R+2 · 382 m2,"PROPRIETE DITE : KARAM 69E,LOTISSEMENT  AZZOUZIA, ZONE DES FERRAILLEURS,MARRAKECH",GUcmkh-0289/2026,723331,31.68292,-8.05978
2026-04-12,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,hotel,0,0,200.0,hotel · 200 m2,"Propriété dite : « Melk Hanine », Quartier  Bab Doukkala, Derb Tizougarine, Nº8",GUcmkh-0283/2026,653892,31.63218,-7.99056
2026-04-12,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,1,0,109.0,hotel · R+1 · 109 m2,"10, Derb El Beqal, Quartier Riad Laârous, Médina, Marrakech",GUcmkh-0363/2026,756669,31.63432,-7.99324
2026-04-11,grands_projets,normale,COMMUNE DE MEKNES,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Construction,immeuble,6,0,499.0,immeuble · R+6 · 499 m2 · sous-sol,Boulevard ALLAL EL FASSI,GUcmks-0155/2026,709386,33.89988,-5.53438
2026-04-11,hotellerie,haute,COMMUNE DE TAMESLOUHTE,PROVINCE D'AL HAOUZ,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,10010.0,hotel · 10 010 m2,"PROPRIETE DITE ROSE 4  PROVINCE D'ALHAOUZ CERCELE TAHNAOUTE  KM 10 , COMMUNE TAMASLOUHT",GUctoe-0136/2026,445304,31.29081,-7.99025
2026-04-10,grands_projets,normale,COMMUNE OUALIDIA,PROVINCE SIDI BENNOUR,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,villa,2,0,232.0,villa · R+2 · 232 m2,P.DITE FEDDANE NESSRANI  DR HYOUT EL KAHIA,GUlod-0026/2026,747862,32.76575,-7.95718
2026-04-10,lotissements,haute,COMMUNE D'ISLY,PREFECTURE D'OUJDA-ANGAD,REGION DE L'ORIENTALE,Morcellement,autre,0,0,25317.0,25 317 m2,DOUAR SHILAT,GUcisl-0009/2026,762595,34.74782,-1.96933
2026-04-10,equipements,normale,COMMUNE EL JADIDA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,sante,5,0,1201.0,sante · R+5 · 1 201 m2,Avenue Al Massira El Jadida,GUejd-0212/2026,668176,33.2389,-8.4907
2026-04-10,lotissements,haute,COMMUNE D'ALLAL LAMSADDER,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,30957.0,30 957 m2,DOUAR AIT HMIDAN,GUcalr-0004/2026,721105,33.92576,-6.11222
2026-04-10,lotissements,haute,COMMUNE D'AGOURAI,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,12405.0,12 405 m2,AGOURAI,GUcaui-0022/2026,768479,33.65,-5.58779
2026-04-10,equipements,normale,COMMUNE D'EL KELAA DES SRAGHNA,PROVINCE D'EL KELAA DES SRAGHNA,REGION DE MARRAKECH-SAFI,Modification / Aménagement,sante,0,0,275.0,sante · 275 m2,LOTISSEMENT NAKHLA II LOT N° 107 A,GUceks-0146/2026,762490,32.05704,-7.40781
2026-04-10,lotissements,haute,COMMUNE D'AIT OUIKHALFEN,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,92457.0,92 457 m2,Province d'El hajeb  et Commune Ait Ouikhalfen .,GUcaof-0007/2026,727648,33.7481,-5.69941
2026-04-10,grands_projets,normale,COMMUNE DE KENITRA,PROVINCE DE KENITRA,REGION DE RABAT-SALE-KENITRA,Construction,immeuble,6,0,431.0,immeuble · R+6 · 431 m2,AVENUE MOULAY ABDELAZIZ,GUckia-1152/2026,711209,34.25836,-6.59176
2026-04-10,industriel,haute,COMMUNE BOUSKOURA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Lotissement,industriel,1,0,22176.0,industriel · R+1 · 22 176 m2,"Propriété dite Belhaj 13 et Tissir 6, Province de Nouaceur, Commune de Bouskoura",GUbsk-0124/2026,669523,33.4851,-7.68582
2026-04-10,industriel,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,1,0,899.0,industriel · R+1 · 899 m2,TRANCHE 6 LETTRE A N°76 TAMANSOURTE MARRAKECH,GUchbl-0184/2026,742630,31.757,-8.09436
2026-04-10,equipements,normale,COMMUNE DE TETOUAN,PROVINCE DE TETOUAN,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,sante,0,0,88.0,sante · 88 m2,LOTISSEMENT : PALOMA BLANCA LOT N° 34,GUcttn-0139/2026,736659,35.57945,-5.33448
2026-04-10,lotissements,haute,COMMUNE DE RAS IJERRI,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,103275.0,103 275 m2,"COMMUNE RAS JERRI , Guerrouane du sud",GUcrii-0008/2026,728576,33.79468,-5.69012
2026-04-10,industriel,haute,COMMUNE D'ISLY,PREFECTURE D'OUJDA-ANGAD,REGION DE L'ORIENTALE,Modification / Aménagement,industriel,0,0,87522.0,industriel · 87 522 m2,"ROUTE RELIANT LA RN 6 A LA RN 2 QBILAT  LMZAOUIR FAKHDAT DRAFIF "" HARAZA ESSAGHIOURA """,GUcisl-0012/2026,759282,34.7054,-1.99602
2026-04-10,grands_projets,haute,ARRONDISSEMENT MAARIF,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,7,0,5000.0,education · R+7 · 5 000 m2 · sous-sol,QUARTIER BACHKOU - PROPRIETE DITE CENTRE EMETTEUR DE L'OASIS,GUcas-0350/2026,768424,33.55374,-7.62834
2026-04-10,lotissements,haute,COMMUNE EL JADIDA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,2,0,11298.0,lotissement · R+2 · 11 298 m2,"Pté dite "" KOUDIAT "" -EL JADIDA-",GUejd-0205/2026,752229,33.23327,-8.48855
2026-04-10,equipements,normale,COMMUNE D'EL AIOUN SIDI MELLOUK,PROVINCE DE TAOURIRT,REGION DE L'ORIENTALE,Modification / Aménagement,sante,0,0,3192.0,sante · 3 192 m2,CENTRE DE SANTE URBAIN NIVEAU 1 SIDI MELLOUK,GUcesm-0028/2026,483517,34.58548,-2.50518
2026-04-10,hotellerie,haute,COMMUNE D'ALOUIDANE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,2,0,13516.0,hotel · R+2 · 13 516 m2,"Douar Lamhamdia Commune rurale et caidat Alouidane, MArrakech, Maroc",GUcade-0030/2026,743248,31.639,-7.9081
2026-04-10,grands_projets,haute,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,lotissement,0,0,116632.0,lotissement · 116 632 m2,MARRAKECH MENARA propriété dite abdeljalil II-2,GUctse-0372/2026,716702,31.54654,-7.98484
2026-04-10,lotissements,haute,COMMUNE LAGHDIRA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,108756.0,108 756 m2,"Commune Laghdira, Coopérative El Massira, Douar Kaouaka.",GUlgr-0017/2026,768127,33.31782,-7.96584
2026-04-09,equipements,normale,COMMUNE D'AIN ATTIG,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,sante,0,0,30.0,sante · 30 m2,DOUAR OULAD SALAMA AIN ATIQ,GUatig-0078/2026,766663,33.87468,-6.97042
2026-04-09,equipements,normale,COMMUNE DE SAFI,PROVINCE DE SAFI,REGION DE MARRAKECH-SAFI,Modification / Aménagement,education,1,0,437.0,education · R+1 · 437 m2,LOTISSEMENT SALMA LOT ECOLE PRIVEE,GUcsfi-0244/2026,744519,32.30898,-9.20908
2026-04-09,equipements,normale,ARRONDISSEMENT AIN CHOCK,PRÉFECTURE AIN CHOCK,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,sante,0,0,1014.0,sante · 1 014 m2 · sous-sol,Lotissement Californie lot N° 27 Route de la Mecque,GUcas-0343/2026,683230,33.54349,-7.63157
2026-04-09,hotellerie,normale,COMMUNE D'OUAHAT SIDI BRAHIM,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,1,0,253.0,hotel · R+1 · 253 m2,"« JNANE AZAITOUNE-8-LOT A19b », DR Bellaguid",GUcosb-0126/2026,738053,31.71224,-7.97465
2026-04-09,lotissements,haute,COMMUNE DE MOULAY BOUAZZA,PROVINCE DE KHENIFRA,REGION DE BENI MELLAL-KHENIFRA,Morcellement,autre,0,0,65774.0,65 774 m2,TRIBU DES BOUHSSOUSSEN,GUcmbz-0004/2026,765183,33.19355,-6.13855
2026-04-09,lotissements,haute,COMMUNE D'OULAD AZZOUZ,PROVINCE DE KHOURIBGA,REGION DE BENI MELLAL-KHENIFRA,Morcellement,autre,0,0,49552.0,49 552 m2,Douar Chorfa Lekouanna Ouled Azzouz,GUcoaz-0003/2026,763171,32.74348,-6.69326
2026-04-09,grands_projets,normale,COMMUNE D'OUAHAT SIDI BRAHIM,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,80.0,social · R+2 · 80 m2,lotissement dalia n°28,GUcosb-0117/2026,742440,30.47958,-10.60359
2026-04-09,equipements,haute,COMMUNE D'OUDKA,PROVINCE DE TAOUNATE,REGION DE FES-MEKNES,Construction,education,0,0,7284.0,education · 7 284 m2,"Province de Taounate Commune Oudka, lycée collegiale oudka",GUcoda-0001/2025,552676,34.67596,-4.90519
2026-04-09,lotissements,haute,COMMUNE D'AIT MAZIGH,PROVINCE D'AZILAL,REGION DE BENI MELLAL-KHENIFRA,Morcellement,autre,0,0,103441.0,103 441 m2,ait mazigh,GUcamh-0001/2026,763454,32.08492,-6.38824
2026-04-09,hotellerie,normale,ARRONDISSEMENT ANFA,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Construction,hotel,2,0,2591.0,hotel · R+2 · 2 591 m2 · sous-sol,RUE DE LA MER ROUGE AIN DIAB -CASABLANCA-,GUcas-0339/2026,591448,30.58002,-10.47253
2026-04-09,hotellerie,normale,COMMUNE D'EL ARGOUB,PROVINCE D'OUED EDDAHAB,REGION DE DAKHLA-OUED EDDAHAB,Construction,hotel,0,0,1188.0,hotel · 1 188 m2,Commune Territoriale El Argoub,GUceag-0002/2026,784244,23.82501,-15.87636
2026-04-09,grands_projets,normale,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,1,0,268.0,social · R+1 · 268 m2,LOTISSEMENT CHAMS AL MADINA 4 TR D LOT 15 TASSOULTANT,GUctse-0370/2026,649386,31.5347,-7.97335
2026-04-09,grands_projets,normale,COMMUNE DE NADOR,PROVINCE DE NADOR,REGION DE L'ORIENTALE,Groupement d'habitations,immeuble,3,0,809.0,immeuble · R+3 · 809 m2,QU. LAARASSI -NADOR-,GUcndr-0138/2026,646551,35.15879,-2.92948
2026-04-09,grands_projets,haute,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,autre,0,0,48580.0,48 580 m2,MARRAKECH MENARA TASSULTANT propriété dite ANNAJAH 8,GUctse-0379/2026,763340,31.56867,-8.0005
2026-04-09,industriel,normale,ARRONDISSEMENT SIDI BERNOUSSI,PRÉFECTURE SIDI BERNOUSSI,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,1024.0,industriel · 1 024 m2,lotissement industriel sidi bernoussi,GUcas-0338/2026,386812,33.62743,-7.51064
2026-04-08,grands_projets,normale,COMMUNE DE SIDI YAHYA EL GHARB,PROVINCE DE SIDI SLIMANE,REGION DE RABAT-SALE-KENITRA,Construction,social,2,0,92.0,social · R+2 · 92 m2,LOTISSEMENT RHAOUNA LOT N° 302,GUcsye-0099/2026,777193,34.29807,-6.30838
2026-04-08,lotissements,haute,ARRONDISSEMENT DE ZOUAGUA,PREFECTURE DE FES,REGION DE FES-MEKNES,Lotissement,lotissement,4,0,12329.0,lotissement · R+4 · 12 329 m2 · sous-sol,Zouagha propriété dite « Mohamadi 9 »,GUcfes-0069/2026,744308,34.02546,-5.04154
2026-04-08,lotissements,haute,COMMUNE DE TAHLA,PROVINCE DE TAZA,REGION DE FES-MEKNES,Morcellement,villa,1,0,7073.0,villa · R+1 · 7 073 m2,"Pce de Taza, Cle de Tahala, Commune de Tahla,",GUctha-0012/2026,718666,34.04417,-4.41501
2026-04-08,industriel,normale,COMMUNE AIN HARROUDA,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,4977.0,industriel · 4 977 m2,"LOTISSEMENT INDUSTRIEL DE ZENATA LOT N°14, AIN HARROUDA",GUahd-0055/2026,668157,33.66424,-7.42998
2026-04-08,lotissements,haute,COMMUNE OULED RAHMOUNE,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,165740.0,165 740 m2,Douar Lakritate,GUorn-0004/2026,724577,33.08948,-8.37041
2026-04-08,equipements,haute,COMMUNE AIN HARROUDA,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,5872.0,education · 5 872 m2,"Lot Lycée et Terrain de sport, Lotissement Zenata , Tranche 22A",GUahd-0049/2026,752624,33.66267,-7.43779
2026-04-08,grands_projets,haute,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,residence,0,0,80227.0,residence · 80 227 m2,Cap Spartel Tanger,GUctgr-0047/2026,407232,35.75137,-5.90419
2026-04-08,hotellerie,normale,ARRONDISSEMENT DE FES-MEDINA,PREFECTURE DE FES,REGION DE FES-MEKNES,Modification / Aménagement,hotel,0,0,136.0,hotel · 136 m2,"N° 12, DERB CHAMI BOURAJJOUE MAKHFIYA, FES",GUcfes-0065/2026,722741,34.05876,-4.97248
2026-04-08,lotissements,haute,COMMUNE DE TIGRIGRA,PROVINCE D'IFRANE,REGION DE FES-MEKNES,Morcellement,autre,0,0,50365.0,50 365 m2,ROUTE DE MEKNES CT TIGRIGRA,GUctra-0008/2026,753484,33.49618,-5.27011
2026-04-08,hotellerie,normale,ARRONDISSEMENT SIDI BELYOUT,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Surélévation d'un bâtiment existant,hotel,0,0,458.0,hotel · 458 m2,2BIS  RUE ILYA ABOUMADI,GUcas-0109/2026,706828,33.58739,-7.62961
2026-04-08,grands_projets,haute,COMMUNE DE HARHOURA,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Groupement d'habitations,villa,2,0,5761.0,villa · R+2 · 5 761 m2 · sous-sol,"AVENUE MOHAMMED VI N° 34 harhoura, TEMARA",GUchha-0031/2026,615340,33.93497,-6.94217
2026-04-08,hotellerie,normale,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,hotel,0,0,333.0,hotel · 333 m2,Route Nationale N°1 « RIAD SALAM TR 14 B-J »,GUctgr-0066/2026,734201,35.73429,-5.86851
2026-04-08,industriel,haute,ARRONDISSEMENT AIN SEBAA,PRÉFECTURE AIN SEBAA - HAY MOHAMMADI,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,7684.0,industriel · 7 684 m2,rue El Mouatamid Ibnou Abbad,GUcas-0334/2026,682078,30.51486,-10.59747
2026-04-08,equipements,normale,COMMUNE D'AARAB SEBBAH ZIZ,PROVINCE D'ERRACHIDIA,REGION DE DARAA-TAFILALET,Construction,education,0,0,1481.0,education · 1 481 m2,KSAR LAMAADID,GUcasz-0011/2026,735630,31.46799,-4.21351
2026-04-08,grands_projets,normale,COMMUNE DE BENI MELLAL,PROVINCE DE BENI MELLAL,REGION DE BENI MELLAL-KHENIFRA,Modification / Aménagement,immeuble,6,0,482.0,immeuble · R+6 · 482 m2 · sous-sol,LOT N° 3 LOTISSEMENT KARIM,GUcbml-0320/2026,771282,32.34207,-6.36736
